"";"gene_ID";"gene";"X3"
"1765";"LOC6584340";"LOC6584340";"Gene Expression"
"1766";"LOC6584341";"CheA7a";"Gene Expression"
"1767";"LOC6584342";"LOC6584342";"Gene Expression"
"1768";"LOC6584345";"CG15035";"Gene Expression"
"1769";"LOC6584346";"CG42246";"Gene Expression"
"1770";"LOC6584348";"CG34337";"Gene Expression"
"1771";"LOC6584349";"CG9657";"Gene Expression"
"1772";"LOC6584350";"CG15036";"Gene Expression"
"1773";"LOC6584353";"LOC6584353";"Gene Expression"
"1774";"LOC6584354";"LOC6584354";"Gene Expression"
"1775";"LOC6584356";"LOC6584356";"Gene Expression"
"1776";"LOC122757891";"LOC122757891";"Gene Expression"
"1777";"LOC6584357";"CG32719";"Gene Expression"
"1778";"LOC116804493";"LOC116804493";"Gene Expression"
"1779";"LOC6584360";"CG11369";"Gene Expression"
"1780";"LOC6584361";"CG12689";"Gene Expression"
"1781";"LOC6584364";"ct";"Gene Expression"
"1782";"LOC6584366";"CHES-1-like";"Gene Expression"
"1783";"LOC6584367";"CG42594";"Gene Expression"
"1784";"LOC6584370";"LOC6584370";"Gene Expression"
"1785";"LOC6584371";"CG12682";"Gene Expression"
"1786";"LOC122757095";"LOC122757095";"Gene Expression"
"1787";"LOC122757102";"LOC122757102";"Gene Expression"
"1788";"LOC122757115";"Klf15";"Gene Expression"
"1789";"LOC6584372";"CG15471";"Gene Expression"
"1790";"LOC122757121";"LOC122757121";"Gene Expression"
"1791";"LOC6584374";"CG9970";"Gene Expression"
"1792";"LOC6584375";"Proc-R";"Gene Expression"
"1793";"LOC6584376";"CG7024";"Gene Expression"
"1794";"LOC6584377";"Pdha";"Gene Expression"
"1795";"LOC6584378";"ctp";"Gene Expression"
"1796";"LOC26528143";"Pp2C1";"Gene Expression"
"1797";"LOC6584379";"CG32813";"Gene Expression"
"1798";"LOC6584381";"Rilpl";"Gene Expression"
"1799";"LOC122757858";"LOC122757858";"Gene Expression"
"1800";"LOC6584385";"futsch";"Gene Expression"
"1801";"LOC6584387";"Gr2a";"Gene Expression"
"1802";"LOC6584388";"CG14785";"Gene Expression"
"1803";"LOC6584389";"LOC6584389";"Gene Expression"
"1804";"LOC6584390";"LOC6584390";"Gene Expression"
"1805";"LOC6584393";"Lrpprc2";"Gene Expression"
"1806";"LOC6584392";"CG10803";"Gene Expression"
"1807";"LOC6584394";"DIP-alpha";"Gene Expression"
"1808";"Trnar-ucg";"Trnar-ucg";"Gene Expression"
"1809";"LOC122757893";"LOC122757893";"Gene Expression"
"1810";"LOC116804521";"LOC116804521";"Gene Expression"
"1811";"LOC6584399";"ppk8";"Gene Expression"
"1812";"LOC6584400";"CG2875";"Gene Expression"
"1813";"LOC6584401";"CG1738";"Gene Expression"
"1814";"LOC6584402";"CG11752";"Gene Expression"
"1815";"LOC6584403";"CG1737";"Gene Expression"
"1816";"LOC6584404";"dsh";"Gene Expression"
"1817";"LOC6584405";"Pa1";"Gene Expression"
"1818";"LOC6584406";"hop";"Gene Expression"
"1819";"LOC6584407";"Tim8";"Gene Expression"
"1820";"LOC6584408";"CG8326";"Gene Expression"
"1821";"LOC6584411";"dlg1";"Gene Expression"
"1822";"LOC6584412";"Gr10a";"Gene Expression"
"1823";"LOC6584413";"Or10a";"Gene Expression"
"1824";"LOC6584414";"Gs2";"Gene Expression"
"1825";"LOC6584415";"Evi5";"Gene Expression"
"1826";"LOC6584416";"Sk1";"Gene Expression"
"1827";"LOC6584417";"dod";"Gene Expression"
"1828";"LOC6584418";"peng";"Gene Expression"
"1829";"LOC6584419";"CG8289";"Gene Expression"
"1830";"LOC6584420";"ND-24";"Gene Expression"
"1831";"LOC6584421";"Zpr1";"Gene Expression"
"1832";"LOC6584422";"mei-P26";"Gene Expression"
"1833";"LOC6584423";"CG12057";"Gene Expression"
"1834";"LOC116804512";"LOC116804512";"Gene Expression"
"1835";"LOC6584424";"Inx5";"Gene Expression"
"1836";"LOC6584426";"LOC6584426";"Gene Expression"
"1837";"LOC6584427";"RhoGAP18B";"Gene Expression"
"1838";"LOC6584428";"tgy";"Gene Expression"
"1839";"LOC26528193";"LOC26528193";"Gene Expression"
"1840";"LOC122756726";"LOC122756726";"Gene Expression"
"1841";"LOC116804474";"LOC116804474";"Gene Expression"
"1842";"LOC26527200";"CG34330";"Gene Expression"
"1843";"LOC122756727";"LOC122756727";"Gene Expression"
"1844";"LOC6584432";"CG43759";"Gene Expression"
"1845";"LOC6584434";"LOC6584434";"Gene Expression"
"1846";"LOC6584435";"LOC6584435";"Gene Expression"
"1847";"LOC6584436";"CG7378";"Gene Expression"
"1848";"LOC6584437";"SdhBL";"Gene Expression"
"1849";"LOC6584438";"CG1492";"Gene Expression"
"1850";"LOC6584439";"Hs3st-B";"Gene Expression"
"1851";"LOC6584440";"CG7992";"Gene Expression"
"1852";"LOC6584441";"CG7889";"Gene Expression"
"1853";"LOC6584442";"His3.3A";"Gene Expression"
"1854";"LOC6584443";"LOC6584443";"Gene Expression"
"1855";"LOC6584444";"CG1529";"Gene Expression"
"1856";"LOC6584445";"Ntf-2";"Gene Expression"
"1857";"LOC6584446";"CG15449";"Gene Expression"
"1858";"LOC6584447";"Mgstl";"Gene Expression"
"1859";"LOC6584448";"CG8974";"Gene Expression"
"1860";"LOC6584449";"sd";"Gene Expression"
"1861";"LOC116804464";"CG8509";"Gene Expression"
"1862";"LOC6584451";"LOC6584451";"Gene Expression"
"1863";"LOC6584452";"LOC6584452";"Gene Expression"
"1864";"LOC6584453";"Rhp";"Gene Expression"
"1865";"LOC6584454";"a10";"Gene Expression"
"1866";"LOC6584455";"LOC6584455";"Gene Expression"
"1867";"LOC6584456";"CG33253";"Gene Expression"
"1868";"LOC6584457";"CG7453";"Gene Expression"
"1869";"LOC6584458";"CG14408";"Gene Expression"
"1870";"LOC6584459";"rut";"Gene Expression"
"1871";"LOC6584460";"LOC6584460";"Gene Expression"
"1872";"LOC6584461";"LOC6584461";"Gene Expression"
"1873";"LOC6584462";"Ag5r";"Gene Expression"
"1874";"LOC122757884";"LOC122757884";"Gene Expression"
"1875";"LOC6584463";"CG15890";"Gene Expression"
"1876";"LOC6584465";"NetB";"Gene Expression"
"1877";"LOC6584466";"CG5321";"Gene Expression"
"1878";"LOC6584467";"NetA";"Gene Expression"
"1879";"LOC6584468";"mus101";"Gene Expression"
"1880";"LOC6584469";"Gapvd1";"Gene Expression"
"1881";"LOC6584470";"LOC6584470";"Gene Expression"
"1882";"LOC6584471";"sisA";"Gene Expression"
"1883";"LOC6584472";"Ir10a";"Gene Expression"
"1884";"LOC6584477";"CG44422";"Gene Expression"
"1885";"LOC122756810";"LOC122756810";"Gene Expression"
"1886";"LOC26528490";"LOC26528490";"Gene Expression"
"1887";"LOC6584479";"antdh";"Gene Expression"
"1888";"LOC6584480";"CG43055";"Gene Expression"
"1889";"LOC6584481";"Dlic";"Gene Expression"
"1890";"LOC6584482";"CG32668";"Gene Expression"
"1891";"LOC6584483";"rtv";"Gene Expression"
"1892";"LOC6584484";"LOC6584484";"Gene Expression"
"1893";"LOC6584485";"Lint-1";"Gene Expression"
"1894";"LOC6584486";"CG1440";"Gene Expression"
"1895";"LOC6584487";"CG12123";"Gene Expression"
"1896";"LOC6584488";"CG15347";"Gene Expression"
"1897";"LOC6584489";"CG12725";"Gene Expression"
"1898";"LOC6584490";"org-1";"Gene Expression"
"1899";"LOC6584491";"Es2";"Gene Expression"
"1900";"LOC6584492";"Sptr";"Gene Expression"
"1901";"LOC122756836";"LOC122756836";"Gene Expression"
"1902";"LOC6584493";"CG12116";"Gene Expression"
"1903";"LOC6584494";"Cp7Fa";"Gene Expression"
"1904";"LOC6584495";"Cp7Fb";"Gene Expression"
"1905";"LOC6584496";"Cp7Fc";"Gene Expression"
"1906";"LOC6584497";"Cp36";"Gene Expression"
"1907";"LOC6584498";"Cp38";"Gene Expression"
"1908";"LOC6584499";"otu";"Gene Expression"
"1909";"LOC6584501";"CG33181";"Gene Expression"
"1910";"LOC122756725";"LOC122756725";"Gene Expression"
"1911";"LOC6584502";"Ndc80";"Gene Expression"
"1912";"LOC6584503";"CG11178";"Gene Expression"
"1913";"LOC6584504";"up";"Gene Expression"
"1914";"LOC6584505";"Tpst";"Gene Expression"
"1915";"LOC116804468";"CG46311";"Gene Expression"
"1916";"LOC122757811";"CG32631";"Gene Expression"
"1917";"LOC6584508";"CG11816";"Gene Expression"
"1918";"LOC6584510";"Cpr12A";"Gene Expression"
"1919";"LOC6584511";"CG15756";"Gene Expression"
"1920";"LOC6584512";"CG15754";"Gene Expression"
"1921";"LOC116804475";"LOC116804475";"Gene Expression"
"1922";"LOC6584515";"Neto";"Gene Expression"
"1923";"LOC116804476";"LOC116804476";"Gene Expression"
"1924";"LOC122757472";"LOC122757472";"Gene Expression"
"1925";"LOC6584521";"vnd";"Gene Expression"
"1926";"LOC6584522";"Appl";"Gene Expression"
"1927";"LOC6584523";"LOC6584523";"Gene Expression"
"1928";"LOC6584525";"CG16756";"Gene Expression"
"1929";"LOC122757179";"LOC122757179";"Gene Expression"
"1930";"LOC6584527";"SPR";"Gene Expression"
"1931";"LOC6584529";"frma";"Gene Expression"
"1932";"LOC6584531";"CG12730";"Gene Expression"
"1933";"LOC26527910";"LOC26527910";"Gene Expression"
"1934";"LOC122756702";"CG32816";"Gene Expression"
"1935";"LOC6584534";"Or1a";"Gene Expression"
"1936";"LOC6584535";"CG12470";"Gene Expression"
"1937";"LOC6584538";"CG13375";"Gene Expression"
"1938";"LOC26527835";"LOC26527835";"Gene Expression"
"1939";"LOC122757168";"LOC122757168";"Gene Expression"
"1940";"LOC122757160";"LOC122757160";"Gene Expression"
"1941";"LOC6584540";"ewg";"Gene Expression"
"1942";"LOC6584541";"Met";"Gene Expression"
"1943";"LOC6584542";"CG1703";"Gene Expression"
"1944";"LOC6584543";"RPA3";"Gene Expression"
"1945";"LOC6584544";"LOC6584544";"Gene Expression"
"1946";"LOC6584545";"feo";"Gene Expression"
"1947";"LOC6584546";"CG2202";"Gene Expression"
"1948";"LOC122757155";"CG17333";"Gene Expression"
"1949";"LOC6584547";"sbr";"Gene Expression"
"1950";"LOC26527864";"CG32669";"Gene Expression"
"1951";"LOC6584548";"CG15209";"Gene Expression"
"1952";"LOC6584549";"CG15210";"Gene Expression"
"1953";"LOC6584550";"Imp";"Gene Expression"
"1954";"LOC122757166";"LOC122757166";"Gene Expression"
"1955";"LOC6584551";"CG4615";"Gene Expression"
"1956";"LOC6584552";"CG16989";"Gene Expression"
"1957";"LOC6584553";"Rbf";"Gene Expression"
"1958";"LOC6584554";"Graf";"Gene Expression"
"1959";"LOC122757165";"LOC122757165";"Gene Expression"
"1960";"LOC6584555";"Chc";"Gene Expression"
"1961";"LOC26528726";"CG8924";"Gene Expression"
"1962";"LOC6584557";"mahe";"Gene Expression"
"1963";"LOC6584558";"CG10778";"Gene Expression"
"1964";"LOC6584559";"LOC6584559";"Gene Expression"
"1965";"LOC6584560";"THADA";"Gene Expression"
"1966";"LOC6584564";"Hers";"Gene Expression"
"1967";"LOC6584563";"LOC6584563";"Gene Expression"
"1968";"LOC6584565";"CG12655";"Gene Expression"
"1969";"LOC6584566";"Nep3";"Gene Expression"
"1970";"LOC6586762";"LOC6586762";"Gene Expression"
"1971";"LOC26527176";"LOC26527176";"Gene Expression"
"1972";"LOC116804724";"LOC116804724";"Gene Expression"
"1973";"LOC6584567";"LOC6584567";"Gene Expression"
"1974";"LOC6584569";"Dop2R";"Gene Expression"
"1975";"LOC6584570";"LOC6584570";"Gene Expression"
"1976";"LOC122757167";"LOC122757167";"Gene Expression"
"1977";"Trnap-cgg_1";"Trnap-cgg_1";"Gene Expression"
"1978";"LOC6584572";"LOC6584572";"Gene Expression"
"1979";"LOC26528120";"LOC26528120";"Gene Expression"
"1980";"LOC26527132";"LOC26527132";"Gene Expression"
"1981";"LOC116804488";"LOC116804488";"Gene Expression"
"1982";"LOC6584573";"LOC6584573";"Gene Expression"
"1983";"LOC26527452";"LOC26527452";"Gene Expression"
"1984";"LOC6584574";"LOC6584574";"Gene Expression"
"1985";"LOC6584576";"CG15322";"Gene Expression"
"1986";"LOC6584577";"Or19b";"Gene Expression"
"1987";"LOC6584578";"CG9572";"Gene Expression"
"1988";"LOC6584579";"Rab35";"Gene Expression"
"1989";"LOC6584580";"Phf7";"Gene Expression"
"1990";"LOC6584581";"Vsp37A";"Gene Expression"
"1991";"LOC6584582";"CG13365";"Gene Expression"
"1992";"LOC6584583";"CG13366";"Gene Expression"
"1993";"LOC6584584";"Lst8";"Gene Expression"
"1994";"LOC6584585";"Gga";"Gene Expression"
"1995";"LOC6584587";"RpS5a";"Gene Expression"
"1996";"LOC6584586";"LOC6584586";"Gene Expression"
"1997";"LOC6584589";"LOC6584589";"Gene Expression"
"1998";"LOC6584592";"LOC6584592";"Gene Expression"
"1999";"LOC6584594";"LOC6584594";"Gene Expression"
"2000";"LOC6584595";"LOC6584595";"Gene Expression"
"2001";"LOC122756729";"LOC122756729";"Gene Expression"
"2002";"LOC6584596";"LOC6584596";"Gene Expression"
"2003";"LOC26527159";"mei-217";"Gene Expression"
"2004";"LOC6584597";"mei-218";"Gene Expression"
"2005";"LOC6584598";"CG5004";"Gene Expression"
"2006";"LOC6584599";"CG32708";"Gene Expression"
"2007";"LOC6584600";"Arpc3B";"Gene Expression"
"2008";"LOC6584602";"CG16700";"Gene Expression"
"2009";"LOC116804516";"LOC116804516";"Gene Expression"
"2010";"LOC116804519";"LOC116804519";"Gene Expression"
"2011";"LOC6584603";"CG8945";"Gene Expression"
"2012";"LOC6584604";"CG4955";"Gene Expression"
"2013";"LOC6584605";"CG4949";"Gene Expression"
"2014";"LOC6584607";"wcy";"Gene Expression"
"2015";"LOC116804457";"LOC116804457";"Gene Expression"
"2016";"LOC6584612";"CG45002";"Gene Expression"
"2017";"LOC122757861";"LOC122757861";"Gene Expression"
"2018";"LOC122757860";"LOC122757860";"Gene Expression"
"2019";"LOC6584613";"Trf4-1";"Gene Expression"
"2020";"LOC6584615";"CG12111";"Gene Expression"
"2021";"LOC6584616";"Crag";"Gene Expression"
"2022";"LOC6584619";"AstA-R1";"Gene Expression"
"2023";"LOC6584617";"LOC6584617";"Gene Expression"
"2024";"LOC6584618";"LOC6584618";"Gene Expression"
"2025";"LOC122757171";"LOC122757171";"Gene Expression"
"2026";"LOC122757174";"CG43090";"Gene Expression"
"2027";"LOC6584621";"LOC6584621";"Gene Expression"
"2028";"LOC6584622";"Ilp7";"Gene Expression"
"2029";"LOC6584623";"Parg";"Gene Expression"
"2030";"LOC116804480";"LOC116804480";"Gene Expression"
"2031";"LOC6584624";"Sgs7";"Gene Expression"
"2032";"LOC122757188";"LOC122757188";"Gene Expression"
"2033";"LOC6584625";"Mnt";"Gene Expression"
"2034";"LOC6584626";"Rala";"Gene Expression"
"2035";"LOC122757196";"LOC122757196";"Gene Expression"
"2036";"LOC6584627";"LOC6584627";"Gene Expression"
"2037";"LOC6584628";"LOC6584628";"Gene Expression"
"2038";"LOC6584629";"LOC6584629";"Gene Expression"
"2039";"LOC116804505";"LOC116804505";"Gene Expression"
"2040";"LOC122757354";"LOC122757354";"Gene Expression"
"2041";"LOC122757358";"LOC122757358";"Gene Expression"
"2042";"LOC122757356";"LOC122757356";"Gene Expression"
"2043";"LOC6584633";"Tlk";"Gene Expression"
"2044";"LOC116804507";"LOC116804507";"Gene Expression"
"2045";"LOC6584635";"CG4872";"Gene Expression"
"2046";"LOC6584638";"CG13003";"Gene Expression"
"2047";"LOC6584636";"LOC6584636";"Gene Expression"
"2048";"LOC6584637";"CG15800";"Gene Expression"
"2049";"LOC6584639";"RSG7";"Gene Expression"
"2050";"LOC6584640";"CG13004";"Gene Expression"
"2051";"LOC6584641";"Ubr1";"Gene Expression"
"2052";"LOC6584642";"IntS4";"Gene Expression"
"2053";"LOC6584644";"pot";"Gene Expression"
"2054";"LOC6584645";"Sclp";"Gene Expression"
"2055";"LOC6584646";"CG10362";"Gene Expression"
"2056";"LOC6584647";"cac";"Gene Expression"
"2057";"LOC6584650";"tsg";"Gene Expression"
"2058";"LOC6584651";"gd";"Gene Expression"
"2059";"LOC6584652";"CG18130";"Gene Expression"
"2060";"LOC6584653";"fw";"Gene Expression"
"2061";"LOC6584654";"CG1806";"Gene Expression"
"2062";"LOC6584655";"rictor";"Gene Expression"
"2063";"LOC6584656";"rpk";"Gene Expression"
"2064";"LOC6584660";"CG42797";"Gene Expression"
"2065";"LOC6584661";"Ptpmeg2";"Gene Expression"
"2066";"LOC6584663";"LOC6584663";"Gene Expression"
"2067";"LOC122756721";"LOC122756721";"Gene Expression"
"2068";"LOC6584666";"CG42271";"Gene Expression"
"2069";"LOC6584667";"mRpL38";"Gene Expression"
"2070";"LOC6584668";"Hex-A";"Gene Expression"
"2071";"LOC6584669";"LPCAT";"Gene Expression"
"2072";"LOC6584670";"Cubn";"Gene Expression"
"2073";"LOC6584673";"Drak";"Gene Expression"
"2074";"LOC6584674";"CG32396";"Gene Expression"
"2075";"LOC6584676";"Spase25";"Gene Expression"
"2076";"LOC6584677";"Uba5";"Gene Expression"
"2077";"LOC122756821";"LOC122756821";"Gene Expression"
"2078";"LOC6584678";"Cyp4g15";"Gene Expression"
"2079";"LOC6584679";"CG43155";"Gene Expression"
"2080";"LOC6584684";"HP5";"Gene Expression"
"2081";"LOC6584685";"fliI";"Gene Expression"
"2082";"LOC6584686";"tty";"Gene Expression"
"2083";"LOC6584687";"CG1486";"Gene Expression"
"2084";"LOC6584689";"CG1387";"Gene Expression"
"2085";"LOC122757657";"LOC122757657";"Gene Expression"
"2086";"LOC122757833";"LOC122757833";"Gene Expression"
"2087";"LOC6584690";"nAChRalpha3";"Gene Expression"
"2088";"LOC6584693";"CG1636";"Gene Expression"
"2089";"LOC6584694";"CG15343";"Gene Expression"
"2090";"LOC6584695";"CG1632";"Gene Expression"
"2091";"LOC6584696";"Corp";"Gene Expression"
"2092";"LOC6584697";"CG3149";"Gene Expression"
"2093";"LOC6584698";"CG2662";"Gene Expression"
"2094";"LOC6584699";"Ugalt";"Gene Expression"
"2095";"LOC6584700";"eIF2Bbeta";"Gene Expression"
"2096";"LOC6584701";"CG2680";"Gene Expression"
"2097";"LOC6584702";"CG2681";"Gene Expression"
"2098";"LOC6584703";"CG2685";"Gene Expression"
"2099";"LOC6584705";"CG2694";"Gene Expression"
"2100";"LOC6584706";"CG2701";"Gene Expression"
"2101";"LOC6584707";"fs(1)Yb";"Gene Expression"
"2102";"LOC6584708";"fs(1)Ya";"Gene Expression"
"2103";"LOC6584709";"Bx42";"Gene Expression"
"2104";"LOC26527283";"LOC26527283";"Gene Expression"
"2105";"LOC6584710";"CG7766";"Gene Expression"
"2106";"LOC6584711";"CCT2";"Gene Expression"
"2107";"LOC6584713";"CG4678";"Gene Expression"
"2108";"LOC6584714";"CG9672";"Gene Expression"
"2109";"LOC6584715";"CG4653";"Gene Expression"
"2110";"LOC6584716";"CG9673";"Gene Expression"
"2111";"LOC6584717";"sphe";"Gene Expression"
"2112";"LOC6584718";"LOC6584718";"Gene Expression"
"2113";"LOC6584719";"CG9676";"Gene Expression"
"2114";"LOC6584720";"Miga";"Gene Expression"
"2115";"LOC6584721";"CG32712";"Gene Expression"
"2116";"LOC6584722";"CG1572";"Gene Expression"
"2117";"LOC6584723";"HIP";"Gene Expression"
"2118";"LOC6584724";"mof";"Gene Expression"
"2119";"LOC26527972";"Ocrl";"Gene Expression"
"2120";"LOC6584725";"eIF2Bepsilon";"Gene Expression"
"2121";"LOC6584726";"mip130";"Gene Expression"
"2122";"LOC6584727";"Rbcn-3B";"Gene Expression"
"2123";"LOC6584728";"sicily";"Gene Expression"
"2124";"LOC6584730";"wisp";"Gene Expression"
"2125";"LOC6584731";"Upf1";"Gene Expression"
"2126";"LOC6584732";"CkIIbeta";"Gene Expression"
"2127";"LOC6584733";"Hsc70-3";"Gene Expression"
"2128";"LOC6584734";"CG1578";"Gene Expression"
"2129";"LOC6584735";"CG13760";"Gene Expression"
"2130";"LOC6584736";"AANATL7";"Gene Expression"
"2131";"LOC6584737";"Vha36-3";"Gene Expression"
"2132";"LOC6584738";"Pdfr";"Gene Expression"
"2133";"LOC6584739";"trol";"Gene Expression"
"2134";"LOC6584741";"boi";"Gene Expression"
"2135";"LOC6584742";"z";"Gene Expression"
"2136";"LOC6584743";"wupA";"Gene Expression"
"2137";"LOC116804527";"LOC116804527";"Gene Expression"
"2138";"LOC6584745";"CG2147";"Gene Expression"
"2139";"LOC6584746";"sni";"Gene Expression"
"2140";"LOC6584747";"Trxr-1";"Gene Expression"
"2141";"LOC6584748";"ND-75";"Gene Expression"
"2142";"LOC6584749";"AdamTS-B";"Gene Expression"
"2143";"LOC6584750";"CG33080";"Gene Expression"
"2144";"LOC6584751";"Snx27";"Gene Expression"
"2145";"LOC6584752";"CG15773";"Gene Expression"
"2146";"LOC6584754";"CG4078";"Gene Expression"
"2147";"LOC6584753";"IntS6";"Gene Expression"
"2148";"LOC6584755";"CG32772";"Gene Expression"
"2149";"LOC6584756";"CG6927";"Gene Expression"
"2150";"LOC6584757";"CG15478";"Gene Expression"
"2151";"LOC6584758";"GCS2alpha";"Gene Expression"
"2152";"LOC6584759";"CG32819";"Gene Expression"
"2153";"LOC6584760";"e(y)2";"Gene Expression"
"2154";"LOC6584761";"CG11696";"Gene Expression"
"2155";"LOC6584762";"CG17776";"Gene Expression"
"2156";"LOC6584763";"CG17777";"Gene Expression"
"2157";"LOC6584764";"HDAC4";"Gene Expression"
"2158";"LOC6584765";"CG4586";"Gene Expression"
"2159";"LOC6584766";"CG3040";"Gene Expression"
"2160";"LOC6584768";"REG";"Gene Expression"
"2161";"LOC116804525";"LOC116804525";"Gene Expression"
"2162";"LOC6584770";"Smr";"Gene Expression"
"2163";"LOC6584771";"CG15725";"Gene Expression"
"2164";"LOC6584774";"CG4004";"Gene Expression"
"2165";"LOC6584775";"Paics";"Gene Expression"
"2166";"LOC6584776";"Agpat1";"Gene Expression"
"2167";"LOC6584777";"CG14658";"Gene Expression"
"2168";"LOC6584778";"CG12496";"Gene Expression"
"2169";"LOC122756724";"LOC122756724";"Gene Expression"
"2170";"LOC6584780";"PsGEF";"Gene Expression"
"2171";"LOC6584782";"CG2841";"Gene Expression"
"2172";"LOC6584783";"mRpL14";"Gene Expression"
"2173";"LOC6584784";"Raf";"Gene Expression"
"2174";"LOC6584785";"CG1622";"Gene Expression"
"2175";"LOC6584786";"LOC6584786";"Gene Expression"
"2176";"LOC6584788";"IP3K2";"Gene Expression"
"2177";"LOC6584789";"raskol";"Gene Expression"
"2178";"LOC116804528";"LOC116804528";"Gene Expression"
"2179";"LOC6584790";"CG12986";"Gene Expression"
"2180";"Trnag-ucc";"Trnag-ucc";"Gene Expression"
"2181";"LOC6584794";"OdsH";"Gene Expression"
"2182";"LOC6584796";"unc-4";"Gene Expression"
"2183";"LOC6584797";"Socs16D";"Gene Expression"
"2184";"LOC6584799";"scu";"Gene Expression"
"2185";"LOC6584800";"CG7206";"Gene Expression"
"2186";"LOC6584802";"CG7536";"Gene Expression"
"2187";"LOC6584801";"Ada3";"Gene Expression"
"2188";"LOC6584803";"Dhc16F";"Gene Expression"
"2189";"LOC122757871";"LOC122757871";"Gene Expression"
"2190";"LOC116804494";"LOC116804494";"Gene Expression"
"2191";"LOC6584804";"CG15373";"Gene Expression"
"2192";"LOC6584810";"Sh";"Gene Expression"
"2193";"LOC6584807";"CG6867";"Gene Expression"
"2194";"LOC122757872";"LOC122757872";"Gene Expression"
"2195";"LOC6584813";"CG6847";"Gene Expression"
"2196";"LOC6584815";"Vps4";"Gene Expression"
"2197";"LOC122757890";"LOC122757890";"Gene Expression"
"2198";"LOC116804496";"LOC116804496";"Gene Expression"
"2199";"LOC6584822";"CG9650";"Gene Expression"
"2200";"LOC116804481";"LOC116804481";"Gene Expression"
"2201";"LOC122757587";"LOC122757587";"Gene Expression"
"2202";"LOC6584824";"CG1958";"Gene Expression"
"2203";"LOC6584825";"CG1677";"Gene Expression"
"2204";"LOC6584826";"CG2059";"Gene Expression"
"2205";"LOC6584827";"unc-119";"Gene Expression"
"2206";"LOC6584828";"brk";"Gene Expression"
"2207";"LOC6584829";"Atg5";"Gene Expression"
"2208";"LOC6584830";"Dok";"Gene Expression"
"2209";"LOC26528146";"LOC26528146";"Gene Expression"
"2210";"LOC6584831";"CG18155";"Gene Expression"
"2211";"LOC6584832";"LOC6584832";"Gene Expression"
"2212";"LOC6584833";"CG15711";"Gene Expression"
"2213";"LOC6584834";"CG17707";"Gene Expression"
"2214";"LOC122757754";"LOC122757754";"Gene Expression"
"2215";"LOC6584836";"tyn";"Gene Expression"
"2216";"LOC6584837";"CCT6";"Gene Expression"
"2217";"LOC6584838";"CG8944";"Gene Expression"
"2218";"LOC6584839";"CG8206";"Gene Expression"
"2219";"LOC6584840";"MED20";"Gene Expression"
"2220";"LOC6584841";"Pdcd4";"Gene Expression"
"2221";"LOC6584842";"Rtc1";"Gene Expression"
"2222";"LOC6584843";"Yp3";"Gene Expression"
"2223";"LOC6584844";"LOC6584844";"Gene Expression"
"2224";"LOC122757193";"LOC122757193";"Gene Expression"
"2225";"LOC6584845";"BORCS5";"Gene Expression"
"2226";"LOC6584846";"CG1847";"Gene Expression"
"2227";"LOC6584847";"if";"Gene Expression"
"2228";"LOC6584848";"goe";"Gene Expression"
"2229";"LOC6584849";"Twdlalpha";"Gene Expression"
"2230";"LOC6584850";"TwdlZ";"Gene Expression"
"2231";"LOC26528331";"TwdlY";"Gene Expression"
"2232";"LOC26527999";"TwdlX";"Gene Expression"
"2233";"LOC6584851";"CG32572";"Gene Expression"
"2234";"LOC6584852";"CG34325";"Gene Expression"
"2235";"LOC122756719";"LOC122756719";"Gene Expression"
"2236";"LOC6584853";"CG13008";"Gene Expression"
"2237";"LOC6584854";"LOC6584854";"Gene Expression"
"2238";"LOC6584855";"CG5445";"Gene Expression"
"2239";"LOC6584856";"B-H2";"Gene Expression"
"2240";"LOC6584859";"B-H1";"Gene Expression"
"2241";"LOC122757448";"LOC122757448";"Gene Expression"
"2242";"LOC6584860";"CG8611";"Gene Expression"
"2243";"LOC6584862";"CG12994";"Gene Expression"
"2244";"LOC6584863";"CG5613";"Gene Expression"
"2245";"LOC6584864";"p-cup";"Gene Expression"
"2246";"LOC116804508";"CG8568";"Gene Expression"
"2247";"LOC116804514";"CG13358";"Gene Expression"
"2248";"LOC6584867";"CG32700";"Gene Expression"
"2249";"LOC6584871";"mgl";"Gene Expression"
"2250";"LOC6584872";"BCL7-like";"Gene Expression"
"2251";"LOC6584873";"Zdhhc8";"Gene Expression"
"2252";"LOC26527156";"CG34450";"Gene Expression"
"2253";"LOC26527713";"LOC26527713";"Gene Expression"
"2254";"LOC26527685";"LOC26527685";"Gene Expression"
"2255";"LOC6584876";"CG43658";"Gene Expression"
"2256";"LOC26528252";"CG8508";"Gene Expression"
"2257";"LOC116804463";"LOC116804463";"Gene Expression"
"2258";"LOC122757847";"LOC122757847";"Gene Expression"
"2259";"LOC26527254";"LOC26527254";"Gene Expression"
"2260";"LOC26527828";"LOC26527828";"Gene Expression"
"2261";"LOC6584882";"ppk23";"Gene Expression"
"2262";"LOC6584883";"LOC6584883";"Gene Expression"
"2263";"LOC6584884";"Ankle2";"Gene Expression"
"2264";"LOC6584885";"CG12991";"Gene Expression"
"2265";"LOC26528716";"CG31819";"Gene Expression"
"2266";"LOC6584886";"LOC6584886";"Gene Expression"
"2267";"LOC6584887";"X11L";"Gene Expression"
"2268";"LOC6584888";"stas";"Gene Expression"
"2269";"LOC6584889";"corolla";"Gene Expression"
"2270";"LOC6584890";"mRNA-cap";"Gene Expression"
